strand	strat	chr	gene_name	gene_id	end	gene_type
-	153715074	7	AC005998.1	ENSG00000287744	153748986	lncRNA
+	153887097	7	DPP6	ENSG00000130226	154894285	protein_coding
-	153968665	7	AC005588.1	ENSG00000226509	153968826	processed_pseudogene
-	154026287	7	AC006019.3	ENSG00000270114	154038604	lncRNA
-	154055286	7	AC006019.1	ENSG00000203335	154063325	lncRNA
-	154092201	7	AC006019.2	ENSG00000233363	154096043	lncRNA
-	154544169	7	AC024730.1	ENSG00000286461	154547285	lncRNA
-	154838388	7	AC073336.1	ENSG00000236408	154865483	lncRNA
+	154928460	7	PAXIP1-AS2	ENSG00000214106	154952188	lncRNA
-	154943687	7	PAXIP1	ENSG00000157212	155003124	protein_coding
+	154951226	7	AC093726.1	ENSG00000272760	154952188	lncRNA
+	154956429	7	AC093726.2	ENSG00000273183	154957107	lncRNA
+	155003448	7	PAXIP1-DT	ENSG00000273344	155005703	lncRNA
-	155067034	7	HTR5A-AS1	ENSG00000220575	155072450	lncRNA
+	155070324	7	HTR5A	ENSG00000157219	155087392	protein_coding
+	155074599	7	AC093726.3	ENSG00000283339	155074748	unprocessed_pseudogene
-	155106062	7	AC092628.2	ENSG00000274637	155106400	unprocessed_pseudogene
+	155106400	7	AC092628.1	ENSG00000228806	155106651	unprocessed_pseudogene
+	155181881	7	RN7SKP280	ENSG00000201066	155182184	misc_RNA
-	155196563	7	AC099552.1	ENSG00000217825	155198455	lncRNA
+	155204147	7	AC099552.3	ENSG00000228521	155205189	lncRNA
+	155213920	7	AC099552.5	ENSG00000287865	155217134	lncRNA
+	155222903	7	AC099552.4	ENSG00000278998	155223851	TEC
+	155267137	7	AC099552.2	ENSG00000225612	155270912	lncRNA
-	155295918	7	INSIG1-DT	ENSG00000273117	155297541	lncRNA
+	155297776	7	INSIG1	ENSG00000186480	155310235	protein_coding
-	155356985	7	BLACE	ENSG00000204960	155367934	lncRNA
+	155382076	7	AC008060.1	ENSG00000218672	155396356	lncRNA
+	155399922	7	AC008060.4	ENSG00000260426	155401782	lncRNA
+	155412596	7	AC008060.5	ENSG00000288051	155421884	lncRNA
-	155421206	7	AC008060.3	ENSG00000236544	155457099	lncRNA
+	155458129	7	EN2	ENSG00000164778	155464831	protein_coding
-	155474206	7	CNPY1	ENSG00000146910	155555450	protein_coding
-	155474256	7	AC009403.2	ENSG00000283128	155644406	lncRNA
+	155510283	7	AC008060.2	ENSG00000227365	155518623	lncRNA
+	155534964	7	AC009403.3	ENSG00000287610	155536825	lncRNA
-	155611231	7	AC009403.1	ENSG00000216895	155645205	lncRNA
+	155644451	7	RBM33	ENSG00000184863	155781485	protein_coding
-	155799980	7	SHH	ENSG00000164690	155812463	protein_coding
+	155962632	7	AC021218.1	ENSG00000204876	155966343	lncRNA
+	156263547	7	AC093813.1	ENSG00000270584	156263802	processed_pseudogene
-	156388922	7	LINC01006	ENSG00000182648	156640654	lncRNA
+	156540491	7	LINC00244	ENSG00000279418	156541103	lncRNA
+	156633355	7	AC005534.1	ENSG00000234450	156633787	processed_pseudogene
+	156640281	7	RNF32	ENSG00000105982	156677130	protein_coding
-	156654185	7	RNF32-AS1	ENSG00000224903	156659582	lncRNA
-	156668946	7	LMBR1	ENSG00000105983	156893216	protein_coding
+	156872078	7	RNU4-31P	ENSG00000206938	156872218	snRNA
+	156944721	7	AC006357.1	ENSG00000230033	156945645	lncRNA
+	156949712	7	NOM1	ENSG00000146909	156973176	protein_coding
-	156994051	7	MNX1	ENSG00000130675	157010663	protein_coding
+	157006307	7	MNX1-AS2	ENSG00000235029	157007132	lncRNA
+	157010805	7	MNX1-AS1	ENSG00000243479	157016426	lncRNA
-	157057709	7	AC006967.2	ENSG00000236102	157058514	lncRNA
-	157087955	7	AC006967.1	ENSG00000229365	157088543	processed_pseudogene
+	157109980	7	AC006967.3	ENSG00000269446	157111072	lncRNA
+	157138916	7	UBE3C	ENSG00000009335	157269370	protein_coding
+	157192368	7	RPS27AP12	ENSG00000225224	157192832	processed_pseudogene
-	157197600	7	AC004898.1	ENSG00000236018	157198511	processed_pseudogene
-	157263022	7	AC004975.1	ENSG00000224629	157263229	processed_pseudogene
-	157281536	7	AC004975.2	ENSG00000229660	157282686	lncRNA
+	157335381	7	DNAJB6	ENSG00000105993	157417439	protein_coding
+	157466231	7	AC006372.3	ENSG00000234210	157499716	lncRNA
+	157501322	7	AC006372.1	ENSG00000223872	157503908	lncRNA
+	157513294	7	AC006372.2	ENSG00000233191	157518658	lncRNA
+	157525783	7	AC006372.4	ENSG00000280266	157527325	TEC
-	157539056	7	PTPRN2	ENSG00000155093	158587823	protein_coding
-	157574336	7	MIR153-2	ENSG00000207960	157574422	miRNA
+	157614023	7	AC005481.1	ENSG00000222012	157618765	lncRNA
-	157739010	7	AC006003.1	ENSG00000231515	157740456	lncRNA
+	157854529	7	PTPRN2-AS1	ENSG00000233038	157863011	lncRNA
+	157868538	7	AC011899.2	ENSG00000272839	157869154	lncRNA
+	157987169	7	AC011899.3	ENSG00000285821	157989456	lncRNA
+	158027373	7	AC011899.1	ENSG00000231980	158031128	lncRNA
-	158532718	7	MIR595	ENSG00000207637	158532813	miRNA
+	158537495	7	AC078942.1	ENSG00000225365	158539879	lncRNA
+	158590629	7	LINC01022	ENSG00000232715	158591120	lncRNA
+	158591616	7	MIR5707	ENSG00000265598	158591696	miRNA
-	158623188	7	THAP5P1	ENSG00000224324	158623449	processed_pseudogene
-	158631169	7	NCAPG2	ENSG00000146918	158704804	protein_coding
+	158719730	7	AC019084.1	ENSG00000228030	158720161	processed_pseudogene
-	158730995	7	ESYT2	ENSG00000117868	158830253	protein_coding
+	158856558	7	DYNC2I1	ENSG00000126870	158956747	protein_coding
-	158957497	7	AC004863.1	ENSG00000286407	158958699	lncRNA
+	159006522	7	LINC00689	ENSG00000231419	159030195	lncRNA
-	159028175	7	VIPR2	ENSG00000106018	159144867	protein_coding
+	159107761	7	AC007269.1	ENSG00000287184	159109216	lncRNA
+	159231435	7	PIP5K1P2	ENSG00000229435	159233377	unprocessed_pseudogene
+	253743	X	AL954722.1	ENSG00000228572	255091	unprocessed_pseudogene
+	276322	X	PLCXD1	ENSG00000182378	303356	protein_coding
-	304529	X	GTPBP6	ENSG00000178605	318819	protein_coding
+	320990	X	LINC00685	ENSG00000226179	321851	lncRNA
-	333933	X	PPP2R3B	ENSG00000167393	386955	protein_coding
+	386980	X	AL732314.6	ENSG00000281849	405579	lncRNA
+	419157	X	AL732314.4	ENSG00000280767	421980	lncRNA
-	523775	X	FABP5P13	ENSG00000234958	524102	processed_pseudogene
-	545236	X	KRT18P53	ENSG00000229232	545352	processed_pseudogene
+	624344	X	SHOX	ENSG00000185960	659411	protein_coding
+	990221	X	AL672277.1	ENSG00000237531	994365	lncRNA
-	1008503	X	RPL14P5	ENSG00000225661	1010101	processed_pseudogene
-	1187549	X	CRLF2	ENSG00000205755	1212723	protein_coding
+	1268800	X	CSF2RA	ENSG00000198223	1310381	protein_coding
+	1293918	X	MIR3690	ENSG00000265658	1293992	miRNA
-	1300256	X	RNA5SP498	ENSG00000223274	1300375	rRNA_pseudogene
+	1336616	X	IL3RA	ENSG00000185291	1382689	protein_coding
-	1386152	X	SLC25A6	ENSG00000169100	1392113	protein_coding
+	1396427	X	LINC00106	ENSG00000236871	1399402	lncRNA
+	1401769	X	ASMTL-AS1	ENSG00000236017	1414028	lncRNA
-	1403139	X	ASMTL	ENSG00000169093	1453762	protein_coding
-	1462581	X	P2RY8	ENSG00000182162	1537185	protein_coding
+	1591604	X	AKAP17A	ENSG00000197976	1602520	protein_coding
+	1615059	X	ASMT	ENSG00000196433	1643081	protein_coding
+	1732584	X	AL683807.1	ENSG00000223511	1763212	lncRNA
+	1767347	X	AL683807.2	ENSG00000234622	1768776	lncRNA
-	2219506	X	DHRSX	ENSG00000169084	2502805	protein_coding
-	2334295	X	DHRSX-IT1	ENSG00000223571	2336410	lncRNA
-	2486414	X	ZBED1	ENSG00000214717	2500976	protein_coding
+	2609191	X	MIR6089	ENSG00000277120	2609254	miRNA
+	2609348	X	CD99P1	ENSG00000223773	2657229	transcribed_unprocessed_pseudogene
-	2612988	X	LINC00102	ENSG00000230542	2615347	lncRNA
+	2691187	X	CD99	ENSG00000002586	2741309	protein_coding
+	2752040	X	XG	ENSG00000124343	2816500	protein_coding
+	2828822	X	GYG2	ENSG00000056998	2882820	protein_coding
-	2852740	X	GYG2-AS1	ENSG00000235483	2853760	lncRNA
-	2903972	X	ARSD	ENSG00000006756	2929349	protein_coding
+	2904904	X	ARSD-AS1	ENSG00000229851	2906081	lncRNA
-	2934521	X	ARSL	ENSG00000157399	2968475	protein_coding
+	3006546	X	ARSH	ENSG00000205667	3034111	protein_coding
+	3041471	X	ARSF	ENSG00000062096	3112727	protein_coding
-	3058220	X	RN7SL578P	ENSG00000239228	3058502	misc_RNA
-	3112900	X	RPS24P21	ENSG00000230249	3113596	processed_pseudogene
+	3271544	X	LINC01546	ENSG00000228459	3286138	lncRNA
-	3308565	X	MXRA5	ENSG00000101825	3346652	protein_coding
+	3367149	X	ASS1P4	ENSG00000213487	3368382	processed_pseudogene
-	3532117	X	SNORA48B	ENSG00000212214	3532251	snoRNA
+	3572857	X	RNU6-114P	ENSG00000207435	3572961	snRNA
-	3604340	X	PRKX	ENSG00000183943	3713649	protein_coding
-	3607258	X	RNU6-146P	ENSG00000207332	3607365	snRNA
+	3659487	X	PRKX-AS1	ENSG00000236188	3668192	lncRNA
+	3717149	X	RPS27AP20	ENSG00000182888	3717600	processed_pseudogene
-	3817528	X	BX890604.1	ENSG00000285756	3937855	lncRNA
+	3819924	X	BX842570.1	ENSG00000286431	3823898	lncRNA
+	3953056	X	RPL24P9	ENSG00000225722	3953561	processed_pseudogene
-	4627200	X	AC074035.1	ENSG00000236513	4633572	lncRNA
-	5168918	X	MTND6P12	ENSG00000235039	5169439	processed_pseudogene
+	5169512	X	MTCYBP12	ENSG00000226313	5170645	processed_pseudogene
-	5305714	X	HADHBP1	ENSG00000238193	5307128	processed_pseudogene
+	5410122	X	AC095353.1	ENSG00000201660	5410251	snoRNA
-	5653418	X	AC110995.1	ENSG00000236120	5726326	lncRNA
-	5840637	X	NLGN4X	ENSG00000146938	6228867	protein_coding
-	6061644	X	AC079173.1	ENSG00000252291	6061749	snoRNA
-	6383906	X	MIR4770	ENSG00000265284	6383963	miRNA
-	6422092	X	RPS5P8	ENSG00000237730	6422701	processed_pseudogene
-	6533618	X	VCX3A	ENSG00000169059	6535118	protein_coding
-	6667865	X	PUDP	ENSG00000130021	7148158	protein_coding
+	6989329	X	RPS27AP17	ENSG00000237490	6989783	processed_pseudogene
-	7113005	X	AC073583.1	ENSG00000228550	7113404	processed_pseudogene
+	7147237	X	STS	ENSG00000101846	7804358	protein_coding
+	7147860	X	MIR4767	ENSG00000264268	7147937	miRNA
+	7489659	X	AC120338.1	ENSG00000279682	7491199	TEC
+	7842262	X	VCX	ENSG00000182583	7844143	protein_coding
-	7896514	X	AC005296.1	ENSG00000274923	7896722	unprocessed_pseudogene
-	7898247	X	PNPLA4	ENSG00000006757	7927739	protein_coding
+	7928443	X	AC079142.1	ENSG00000285679	8374386	lncRNA
+	8126965	X	MIR651	ENSG00000207628	8127061	miRNA
-	8169944	X	VCX2	ENSG00000177504	8171267	protein_coding
+	8464830	X	VCX3B	ENSG00000205642	8466510	protein_coding
-	8487165	X	AC006062.1	ENSG00000287171	8504564	lncRNA
-	8528874	X	ANOS1	ENSG00000011201	8732137	protein_coding
-	8783514	X	DRAXINP1	ENSG00000225574	8784461	processed_pseudogene
-	8790795	X	FAM9A	ENSG00000183304	8801383	protein_coding
-	8856665	X	ANAPC15P1	ENSG00000231619	8857059	processed_pseudogene
-	8863861	X	AC003685.1	ENSG00000229012	8867601	lncRNA
-	8897642	X	AC074281.1	ENSG00000285896	8927153	lncRNA
-	8980425	X	NOLC1P1	ENSG00000225271	8982505	processed_pseudogene
-	9024232	X	FAM9B	ENSG00000177138	9295682	protein_coding
+	9133828	X	RNA5SP499	ENSG00000200852	9133946	rRNA_pseudogene
+	9179385	X	BRK1P1	ENSG00000219870	9179606	processed_pseudogene
+	9249920	X	AC003684.1	ENSG00000228543	9275206	lncRNA
+	9402751	X	AC073488.1	ENSG00000232111	9404802	processed_pseudogene
+	9404954	X	AC073488.7	ENSG00000282306	9405731	processed_pseudogene
+	9406025	X	AC073488.9	ENSG00000282501	9406778	processed_pseudogene
+	9406952	X	AC073488.8	ENSG00000282358	9407708	processed_pseudogene
+	9407861	X	AC073488.10	ENSG00000282668	9408638	processed_pseudogene
+	9408818	X	AC073488.5	ENSG00000282299	9409571	processed_pseudogene
+	9409748	X	AC073488.11	ENSG00000282697	9410501	processed_pseudogene
+	9410789	X	AC073488.4	ENSG00000282222	9411545	processed_pseudogene
+	9411701	X	AC073488.3	ENSG00000281955	9412478	processed_pseudogene
+	9412772	X	AC073488.2	ENSG00000281941	9413522	processed_pseudogene
+	9413816	X	AC073488.6	ENSG00000282300	9414569	processed_pseudogene
+	9463295	X	TBL1X	ENSG00000101849	9741037	protein_coding
-	9725346	X	GPR143	ENSG00000101850	9786297	protein_coding
+	9786429	X	SHROOM2	ENSG00000146950	9949443	protein_coding
-	9818239	X	EIF5P1	ENSG00000215319	9819469	processed_pseudogene
-	9865093	X	HMGN1P33	ENSG00000230326	9865543	processed_pseudogene
+	9967358	X	CLDN34	ENSG00000234469	9968352	protein_coding
+	10015254	X	WWC3	ENSG00000047644	10144474	protein_coding
-	10024842	X	WWC3-AS1	ENSG00000225076	10038654	lncRNA
+	10156975	X	CLCN4	ENSG00000073464	10237660	protein_coding
+	10242339	X	AC003666.1	ENSG00000227042	10365323	lncRNA
-	10445310	X	MID1	ENSG00000101871	10833654	protein_coding
+	10582817	X	RNU6-800P	ENSG00000207202	10582919	snRNA
-	10847578	X	AC073529.1	ENSG00000234129	11111220	lncRNA
+	11111301	X	HCCS	ENSG00000004961	11123086	protein_coding
-	11117651	X	ARHGAP6	ENSG00000047648	11665920	protein_coding
-	11148584	X	AC003657.1	ENSG00000278218	11148769	misc_RNA
+	11221348	X	AC004467.1	ENSG00000275194	11225731	unprocessed_pseudogene
+	11293413	X	AMELX	ENSG00000125363	11300761	protein_coding
-	11318614	X	MIR548AX	ENSG00000263652	11318686	miRNA
-	11334233	X	GOT2P7	ENSG00000232392	11335901	processed_pseudogene
-	11668401	X	AC004554.1	ENSG00000282840	11757718	lncRNA
-	11704123	X	LIMK2P1	ENSG00000223418	11705590	processed_pseudogene
+	11758159	X	MSL3	ENSG00000005302	11775772	protein_coding
+	11822423	X	FRMPD4	ENSG00000169933	12724523	protein_coding
-	12373167	X	FRMPD4-AS1	ENSG00000223487	12375133	lncRNA
-	12395757	X	RPL17P49	ENSG00000231211	12396167	processed_pseudogene
-	12583415	X	AC119619.1	ENSG00000273800	12583526	unprocessed_pseudogene
-	12614003	X	RN7SKP290	ENSG00000271814	12614197	misc_RNA
+	12791355	X	PRPS2	ENSG00000101911	12824222	protein_coding
+	12825840	X	PSMA6P2	ENSG00000229083	12826833	processed_pseudogene
-	12844865	X	MRPL35P4	ENSG00000230691	12845430	processed_pseudogene
+	12867072	X	TLR7	ENSG00000196664	12890361	protein_coding
-	12902817	X	TLR8-AS1	ENSG00000233338	12908333	lncRNA
+	12906620	X	TLR8	ENSG00000101916	12923169	protein_coding
+	12975110	X	TMSB4X	ENSG00000205542	12977227	protein_coding
-	13035617	X	FAM9C	ENSG00000187268	13044682	protein_coding
+	13093660	X	AC079171.1	ENSG00000261030	13094573	lncRNA
-	13266048	X	LINC02154	ENSG00000235385	13303452	lncRNA
+	13310652	X	GS1-600G8.3	ENSG00000231216	13319933	lncRNA
-	13318236	X	ATXN3L	ENSG00000123594	13320399	protein_coding
+	13327937	X	AC004674.1	ENSG00000235592	13329867	unprocessed_pseudogene
+	13333952	X	LINC01203	ENSG00000226985	13403035	lncRNA
-	13378735	X	GPX1P1	ENSG00000197582	13379340	processed_pseudogene
+	13569601	X	EGFL6	ENSG00000198759	13633575	protein_coding
+	13574746	X	RPL30P15	ENSG00000233357	13575066	processed_pseudogene
+	13590292	X	MIR6086	ENSG00000283493	13590346	miRNA
+	13596236	X	RN7SKP20	ENSG00000199622	13596548	misc_RNA
+	13653189	X	TCEANC	ENSG00000176896	13681964	protein_coding
+	13689128	X	RAB9A	ENSG00000123595	13710504	protein_coding
-	13712244	X	TRAPPC2	ENSG00000196459	13734635	protein_coding
+	13734745	X	OFD1	ENSG00000046651	13769357	protein_coding
-	13770939	X	GPM6B	ENSG00000046653	13938638	protein_coding
+	13955393	X	AC003035.2	ENSG00000233535	13963904	lncRNA
-	13980066	X	AC003035.1	ENSG00000212663	13988820	lncRNA
-	14006726	X	GEMIN8	ENSG00000046647	14029893	protein_coding
+	14244382	X	UBE2E4P	ENSG00000233247	14244928	processed_pseudogene
+	14529298	X	GLRA2	ENSG00000101958	14731812	protein_coding
-	14834476	X	NPM1P9	ENSG00000231066	14835319	processed_pseudogene
-	14835961	X	FANCB	ENSG00000181544	14873069	protein_coding
+	14873421	X	MOSPD2	ENSG00000130150	14922327	protein_coding
-	14977959	X	TPT1P14	ENSG00000235929	14978463	processed_pseudogene
-	15117437	X	RPL35AP37	ENSG00000236929	15117768	processed_pseudogene
-	15235288	X	ASB9	ENSG00000102048	15270467	protein_coding
-	15281697	X	ASB11	ENSG00000165192	15315640	protein_coding
-	15319452	X	PIGA	ENSG00000165195	15335554	protein_coding
-	15345596	X	VEGFD	ENSG00000165197	15384413	protein_coding
-	15384799	X	PIR	ENSG00000087842	15493564	protein_coding
+	15464246	X	BMX	ENSG00000102010	15556529	protein_coding
-	15494566	X	ACE2	ENSG00000130234	15607236	protein_coding
-	15561047	X	AC097625.1	ENSG00000285602	15675608	protein_coding
+	15602881	X	GS1-594A7.3	ENSG00000225833	15621484	lncRNA
-	15627318	X	CLTRN	ENSG00000147003	15675012	protein_coding
-	15646167	X	AC003669.1	ENSG00000237539	15646875	processed_pseudogene
+	15674932	X	CA5BP1	ENSG00000186312	15703724	transcribed_unprocessed_pseudogene
+	15688830	X	CA5B	ENSG00000169239	15788411	protein_coding
-	15702602	X	AC112497.2	ENSG00000279413	15703243	pseudogene
+	15716208	X	AC112497.1	ENSG00000200620	15716346	snoRNA
+	15727731	X	AC112497.3	ENSG00000288680	15727921	processed_pseudogene
-	15785716	X	INE2	ENSG00000281371	15787589	lncRNA
+	15790472	X	ZRSR2	ENSG00000169249	15823260	protein_coding
-	15825806	X	AP1S2	ENSG00000182287	15854931	protein_coding
-	15916189	X	RNU5F-7P	ENSG00000200566	15916303	snRNA
+	15917548	X	SETP15	ENSG00000226536	15918631	processed_pseudogene
+	16123565	X	GRPR	ENSG00000126010	16153518	protein_coding
-	16152941	X	AC078993.1	ENSG00000238178	16170869	lncRNA
+	16167481	X	MAGEB17	ENSG00000182798	16171464	protein_coding
-	16198428	X	RPL6P30	ENSG00000215313	16199289	processed_pseudogene
-	16474342	X	AC073909.1	ENSG00000235071	16475340	processed_pseudogene
-	16539137	X	RN7SL658P	ENSG00000239333	16539439	misc_RNA
-	16587999	X	CTPS2	ENSG00000047230	16712936	protein_coding
-	16627012	X	MIR548AM	ENSG00000265144	16627085	miRNA
+	16650158	X	S100G	ENSG00000169906	16654670	protein_coding
+	16719612	X	SYAP1	ENSG00000169895	16765340	protein_coding
+	16767844	X	RNU7-56P	ENSG00000238709	16767905	snRNA
+	16786432	X	TXLNG	ENSG00000086712	16844519	protein_coding
+	16803233	X	RPL12P49	ENSG00000230180	16803353	processed_pseudogene
-	16839283	X	RBBP7	ENSG00000102054	16870362	protein_coding
-	16875146	X	RNU4-6P	ENSG00000222736	16875267	snRNA
-	16897651	X	SLC35C2P1	ENSG00000223498	16898521	processed_pseudogene
+	16946658	X	REPS2	ENSG00000169891	17153272	protein_coding
-	17044380	X	AL732371.1	ENSG00000201467	17044511	snoRNA
-	17099782	X	CBX1P2	ENSG00000214322	17100239	processed_pseudogene
+	17282637	X	CBX1P4	ENSG00000214321	17283093	processed_pseudogene
+	17357930	X	AL845433.1	ENSG00000238764	17358033	snoRNA
+	17375200	X	NHS	ENSG00000188158	17735994	protein_coding
+	17425881	X	MIR4768	ENSG00000265465	17425954	miRNA
+	17528435	X	Z93022.1	ENSG00000235834	17587160	lncRNA
-	17552349	X	NHS-AS1	ENSG00000230020	17557387	lncRNA
-	17705339	X	CHP1P3	ENSG00000226153	17705691	processed_pseudogene
+	17737449	X	SCML1	ENSG00000047634	17754988	protein_coding
-	17769005	X	Z93242.1	ENSG00000227873	17769398	processed_pseudogene
-	17800049	X	RAI2	ENSG00000131831	17861337	protein_coding
-	17897711	X	Z93929.1	ENSG00000276467	17900333	unprocessed_pseudogene
+	17933349	X	MDM4P1	ENSG00000225066	17934823	processed_pseudogene
-	17970197	X	LINC01456	ENSG00000225882	18104644	lncRNA
-	18162931	X	BEND2	ENSG00000177324	18220886	protein_coding
-	18239313	X	SCML2	ENSG00000102098	18354688	protein_coding
+	18341216	X	TMSB10P2	ENSG00000235211	18341346	processed_pseudogene
+	18425583	X	CDKL5	ENSG00000008086	18653629	protein_coding
+	18535079	X	GJA6P	ENSG00000236187	18536120	processed_pseudogene
-	18639688	X	RS1	ENSG00000102104	18672108	protein_coding
+	18675909	X	PPEF1	ENSG00000086717	18827921	protein_coding
-	18688643	X	PPEF1-AS1	ENSG00000237221	18691604	lncRNA
-	18838709	X	BLOC1S6P1	ENSG00000196564	18839452	processed_pseudogene
+	18865771	X	HAUS1P2	ENSG00000224224	18866554	processed_pseudogene
+	18890296	X	PHKA2-AS1	ENSG00000237836	18894974	lncRNA
-	18892298	X	PHKA2	ENSG00000044446	18984114	protein_coding
-	18915243	X	RN7SL48P	ENSG00000266710	18915535	misc_RNA
+	18984291	X	AL732509.1	ENSG00000286724	19060329	lncRNA
-	18989307	X	ADGRG2	ENSG00000173698	19122637	protein_coding
+	19343893	X	PDHA1	ENSG00000131828	19361718	protein_coding
-	19360056	X	MAP3K15	ENSG00000180815	19515261	protein_coding
-	19496378	X	EIF5P2	ENSG00000275800	19497721	unprocessed_pseudogene
-	19533977	X	SH3KBP1	ENSG00000147010	19887600	protein_coding
-	19912860	X	BCLAF3	ENSG00000173681	19970298	protein_coding
-	20006713	X	MAP7D2	ENSG00000184368	20116907	protein_coding
-	20017088	X	MIR23C	ENSG00000264566	20017187	miRNA
-	20124525	X	EIF1AX	ENSG00000173674	20141838	protein_coding
-	20136066	X	AL732366.2	ENSG00000201882	20136135	snoRNA
-	20136306	X	AL732366.1	ENSG00000201592	20136385	snoRNA
+	20139968	X	EIF1AX-AS1	ENSG00000225037	20140444	lncRNA
-	20149911	X	RPS6KA3	ENSG00000177189	20267519	protein_coding
-	20311838	X	AL928596.1	ENSG00000283631	20317783	lncRNA
+	20443326	X	AL807740.1	ENSG00000283400	20492349	lncRNA
+	20452108	X	RN7SKP183	ENSG00000252978	20452431	misc_RNA
-	20769718	X	AL807742.1	ENSG00000283380	21374265	lncRNA
+	21131496	X	BX088723.1	ENSG00000283546	21163726	lncRNA
+	21214637	X	RNU6-133P	ENSG00000206716	21214743	snRNA
+	21372801	X	CNKSR2	ENSG00000149970	21654695	protein_coding
-	21421822	X	RARRES2P3	ENSG00000231913	21422294	processed_pseudogene
-	21654690	X	KLHL34	ENSG00000185915	21658330	protein_coding
-	21705978	X	SMPX	ENSG00000091482	21758116	protein_coding
+	21839617	X	MBTPS2	ENSG00000012174	21885423	protein_coding
-	21841794	X	U73479.1	ENSG00000275681	21841961	unprocessed_pseudogene
